Date,Year,Month,Day,CO2_ppm,Hourly_Averages,Scale_Code
1958-01-01,1958,1,1,358.13474125288076,  0,12.0
1958-01-02,1958,1,2,358.13474125288076,  0,12.0
1958-01-03,1958,1,3,358.13474125288076,  0,12.0
1958-01-04,1958,1,4,358.13474125288076,  0,12.0
1958-01-05,1958,1,5,358.13474125288076,  0,12.0
1958-01-06,1958,1,6,358.13474125288076,  0,12.0
1958-01-07,1958,1,7,358.13474125288076,  0,12.0
1958-01-08,1958,1,8,358.13474125288076,  0,12.0
1958-01-09,1958,1,9,358.13474125288076,  0,12.0
1958-01-10,1958,1,10,358.13474125288076,  0,12.0
1958-01-11,1958,1,11,358.13474125288076,  0,12.0
1958-01-12,1958,1,12,358.13474125288076,  0,12.0
1958-01-13,1958,1,13,358.13474125288076,  0,12.0
1958-01-14,1958,1,14,358.13474125288076,  0,12.0
1958-01-15,1958,1,15,358.13474125288076,  0,12.0
1958-01-16,1958,1,16,358.13474125288076,  0,12.0
1958-01-17,1958,1,17,358.13474125288076,  0,12.0
1958-01-18,1958,1,18,358.13474125288076,  0,12.0
1958-01-19,1958,1,19,358.13474125288076,  0,12.0
1958-01-20,1958,1,20,358.13474125288076,  0,12.0
1958-01-21,1958,1,21,358.13474125288076,  0,12.0
1958-01-22,1958,1,22,358.13474125288076,  0,12.0
1958-01-23,1958,1,23,358.13474125288076,  0,12.0
1958-01-24,1958,1,24,358.13474125288076,  0,12.0
1958-01-25,1958,1,25,358.13474125288076,  0,12.0
1958-01-26,1958,1,26,358.13474125288076,  0,12.0
1958-01-27,1958,1,27,358.13474125288076,  0,12.0
1958-01-28,1958,1,28,358.13474125288076,  0,12.0
1958-01-29,1958,1,29,358.13474125288076,  0,12.0
1958-01-30,1958,1,30,358.13474125288076,  0,12.0
1958-01-31,1958,1,31,358.13474125288076,  0,12.0
1958-02-01,1958,2,1,358.13474125288076,  0,12.0
1958-02-02,1958,2,2,358.13474125288076,  0,12.0
1958-02-03,1958,2,3,358.13474125288076,  0,12.0
1958-02-04,1958,2,4,358.13474125288076,  0,12.0
1958-02-05,1958,2,5,358.13474125288076,  0,12.0
1958-02-06,1958,2,6,358.13474125288076,  0,12.0
1958-02-07,1958,2,7,358.13474125288076,  0,12.0
1958-02-08,1958,2,8,358.13474125288076,  0,12.0
1958-02-09,1958,2,9,358.13474125288076,  0,12.0
1958-02-10,1958,2,10,358.13474125288076,  0,12.0
1958-02-11,1958,2,11,358.13474125288076,  0,12.0
1958-02-12,1958,2,12,358.13474125288076,  0,12.0
1958-02-13,1958,2,13,358.13474125288076,  0,12.0
1958-02-14,1958,2,14,358.13474125288076,  0,12.0
1958-02-15,1958,2,15,358.13474125288076,  0,12.0
1958-02-16,1958,2,16,358.13474125288076,  0,12.0
1958-02-17,1958,2,17,358.13474125288076,  0,12.0
1958-02-18,1958,2,18,358.13474125288076,  0,12.0
1958-02-19,1958,2,19,358.13474125288076,  0,12.0
1958-02-20,1958,2,20,358.13474125288076,  0,12.0
1958-02-21,1958,2,21,358.13474125288076,  0,12.0
1958-02-22,1958,2,22,358.13474125288076,  0,12.0
1958-02-23,1958,2,23,358.13474125288076,  0,12.0
1958-02-24,1958,2,24,358.13474125288076,  0,12.0
1958-02-25,1958,2,25,358.13474125288076,  0,12.0
1958-02-26,1958,2,26,358.13474125288076,  0,12.0
1958-02-27,1958,2,27,358.13474125288076,  0,12.0
1958-02-28,1958,2,28,358.13474125288076,  0,12.0
1958-03-01,1958,3,1,358.13474125288076,  0,12.0
1958-03-02,1958,3,2,358.13474125288076,  0,12.0
1958-03-03,1958,3,3,358.13474125288076,  0,12.0
1958-03-04,1958,3,4,358.13474125288076,  0,12.0
1958-03-05,1958,3,5,358.13474125288076,  0,12.0
1958-03-06,1958,3,6,358.13474125288076,  0,12.0
1958-03-07,1958,3,7,358.13474125288076,  0,12.0
1958-03-08,1958,3,8,358.13474125288076,  0,12.0
1958-03-09,1958,3,9,358.13474125288076,  0,12.0
1958-03-10,1958,3,10,358.13474125288076,  0,12.0
1958-03-11,1958,3,11,358.13474125288076,  0,12.0
1958-03-12,1958,3,12,358.13474125288076,  0,12.0
1958-03-13,1958,3,13,358.13474125288076,  0,12.0
1958-03-14,1958,3,14,358.13474125288076,  0,12.0
1958-03-15,1958,3,15,358.13474125288076,  0,12.0
1958-03-16,1958,3,16,358.13474125288076,  0,12.0
1958-03-17,1958,3,17,358.13474125288076,  0,12.0
1958-03-18,1958,3,18,358.13474125288076,  0,12.0
1958-03-19,1958,3,19,358.13474125288076,  0,12.0
1958-03-20,1958,3,20,358.13474125288076,  0,12.0
1958-03-21,1958,3,21,358.13474125288076,  0,12.0
1958-03-22,1958,3,22,358.13474125288076,  0,12.0
1958-03-23,1958,3,23,358.13474125288076,  0,12.0
1958-03-24,1958,3,24,358.13474125288076,  0,12.0
1958-03-25,1958,3,25,358.13474125288076,  0,12.0
1958-03-26,1958,3,26,358.13474125288076,  0,12.0
1958-03-27,1958,3,27,358.13474125288076,  0,12.0
1958-03-28,1958,3,28,358.13474125288076,  0,12.0
1958-03-29,1958,3,29,358.13474125288076,  0,12.0
1958-03-30,1958,3,30,316.16, 13,12.0
1958-03-31,1958,3,31,316.69, 13,12.0
1958-04-01,1958,4,1,317.18,  0,12.0
1958-04-02,1958,4,2,317.67,  3,12.0
1958-04-03,1958,4,3,317.76,  4,12.0
1958-04-04,1958,4,4,317.09, 17,12.0
1958-04-05,1958,4,5,317.36,  7,12.0
1958-04-06,1958,4,6,317.8,  6,12.0
1958-04-07,1958,4,7,317.1666666666667,  0,12.0
1958-04-08,1958,4,8,316.5333333333333,  0,12.0
1958-04-09,1958,4,9,315.9,  7,12.0
1958-04-10,1958,4,10,316.5225,  0,12.0
1958-04-11,1958,4,11,317.145,  0,12.0
1958-04-12,1958,4,12,317.7675,  0,12.0
1958-04-13,1958,4,13,318.39,  7,12.0
1958-04-14,1958,4,14,318.41,  1,12.0
1958-04-15,1958,4,15,318.18666666666667,  0,12.0
1958-04-16,1958,4,16,317.96333333333337,  0,12.0
1958-04-17,1958,4,17,317.74,  7,12.0
1958-04-18,1958,4,18,317.8,  9,12.0
1958-04-19,1958,4,19,317.15999999999997,  0,12.0
1958-04-20,1958,4,20,316.52, 16,12.0
1958-04-21,1958,4,21,317.01, 16,12.0
1958-04-22,1958,4,22,317.25, 12,12.0
1958-04-23,1958,4,23,317.209,  0,12.0
1958-04-24,1958,4,24,317.168,  0,12.0
1958-04-25,1958,4,25,317.127,  0,12.0
1958-04-26,1958,4,26,317.086,  0,12.0
1958-04-27,1958,4,27,317.04499999999996,  0,12.0
1958-04-28,1958,4,28,317.00399999999996,  0,12.0
1958-04-29,1958,4,29,316.96299999999997,  0,12.0
1958-04-30,1958,4,30,316.92199999999997,  0,12.0
1958-05-01,1958,5,1,316.881,  0,12.0
1958-05-02,1958,5,2,316.84,  7,12.0
1958-05-03,1958,5,3,316.4,  2,12.0
1958-05-04,1958,5,4,316.76,  9,12.0
1958-05-05,1958,5,5,317.69,  2,12.0
1958-05-06,1958,5,6,317.84, 21,12.0
1958-05-07,1958,5,7,317.83,  0,12.0
1958-05-08,1958,5,8,317.82,  0,12.0
1958-05-09,1958,5,9,317.81,  0,12.0
1958-05-10,1958,5,10,317.79999999999995,  0,12.0
1958-05-11,1958,5,11,317.78999999999996,  0,12.0
1958-05-12,1958,5,12,317.78,  0,12.0
1958-05-13,1958,5,13,317.77,  0,12.0
1958-05-14,1958,5,14,317.76,  0,12.0
1958-05-15,1958,5,15,317.75,  0,12.0
1958-05-16,1958,5,16,317.74,  0,12.0
1958-05-17,1958,5,17,317.72999999999996,  0,12.0
1958-05-18,1958,5,18,317.71999999999997,  0,12.0
1958-05-19,1958,5,19,317.71,  0,12.0
1958-05-20,1958,5,20,317.7,  2,12.0
1958-05-21,1958,5,21,317.98, 13,12.0
1958-05-22,1958,5,22,318.09, 17,12.0
1958-05-23,1958,5,23,317.94,  9,12.0
1958-05-24,1958,5,24,317.9161904761905,  0,12.0
1958-05-25,1958,5,25,317.89238095238096,  0,12.0
1958-05-26,1958,5,26,317.86857142857144,  0,12.0
1958-05-27,1958,5,27,317.8447619047619,  0,12.0
1958-05-28,1958,5,28,317.8209523809524,  0,12.0
1958-05-29,1958,5,29,317.79714285714283,  0,12.0
1958-05-30,1958,5,30,317.7733333333333,  0,12.0
1958-05-31,1958,5,31,317.7495238095238,  0,12.0
1958-06-01,1958,6,1,317.7257142857143,  0,12.0
1958-06-02,1958,6,2,317.70190476190476,  0,12.0
1958-06-03,1958,6,3,317.67809523809524,  0,12.0
1958-06-04,1958,6,4,317.6542857142857,  0,12.0
1958-06-05,1958,6,5,317.6304761904762,  0,12.0
1958-06-06,1958,6,6,317.6066666666667,  0,12.0
1958-06-07,1958,6,7,317.58285714285716,  0,12.0
1958-06-08,1958,6,8,317.5590476190476,  0,12.0
1958-06-09,1958,6,9,317.53523809523807,  0,12.0
1958-06-10,1958,6,10,317.51142857142855,  0,12.0
1958-06-11,1958,6,11,317.48761904761903,  0,12.0
1958-06-12,1958,6,12,317.4638095238095,  0,12.0
1958-06-13,1958,6,13,317.44,  0,12.0
1958-06-14,1958,6,14,317.4161904761905,  0,12.0
1958-06-15,1958,6,15,317.39238095238096,  0,12.0
1958-06-16,1958,6,16,317.36857142857144,  0,12.0
1958-06-17,1958,6,17,317.3447619047619,  0,12.0
1958-06-18,1958,6,18,317.3209523809524,  0,12.0
1958-06-19,1958,6,19,317.29714285714283,  0,12.0
1958-06-20,1958,6,20,317.2733333333333,  0,12.0
1958-06-21,1958,6,21,317.2495238095238,  0,12.0
1958-06-22,1958,6,22,317.2257142857143,  0,12.0
1958-06-23,1958,6,23,317.20190476190476,  0,12.0
1958-06-24,1958,6,24,317.17809523809524,  0,12.0
1958-06-25,1958,6,25,317.1542857142857,  0,12.0
1958-06-26,1958,6,26,317.1304761904762,  0,12.0
1958-06-27,1958,6,27,317.1066666666667,  0,12.0
1958-06-28,1958,6,28,317.08285714285716,  0,12.0
1958-06-29,1958,6,29,317.0590476190476,  0,12.0
1958-06-30,1958,6,30,317.03523809523807,  0,12.0
1958-07-01,1958,7,1,317.01142857142855,  0,12.0
1958-07-02,1958,7,2,316.98761904761903,  0,12.0
1958-07-03,1958,7,3,316.9638095238095,  0,12.0
1958-07-04,1958,7,4,316.94,  6,12.0
1958-07-05,1958,7,5,316.66499999999996,  0,12.0
1958-07-06,1958,7,6,316.39,  0,12.0
1958-07-07,1958,7,7,316.115,  0,12.0
1958-07-08,1958,7,8,315.84,  6,12.0
1958-07-09,1958,7,9,315.9033333333333,  0,12.0
1958-07-10,1958,7,10,315.96666666666664,  0,12.0
1958-07-11,1958,7,11,316.03,  0,12.0
1958-07-12,1958,7,12,316.09333333333336,  0,12.0
1958-07-13,1958,7,13,316.1566666666667,  0,12.0
1958-07-14,1958,7,14,316.22,  8,12.0
1958-07-15,1958,7,15,316.55, 11,12.0
1958-07-16,1958,7,16,314.55,  6,12.0
1958-07-17,1958,7,17,314.56,  5,12.0
1958-07-18,1958,7,18,315.14,  0,12.0
1958-07-19,1958,7,19,315.72,  4,12.0
1958-07-20,1958,7,20,316.04,  8,12.0
1958-07-21,1958,7,21,315.99333333333334,  0,12.0
1958-07-22,1958,7,22,315.94666666666666,  0,12.0
1958-07-23,1958,7,23,315.9,  1,12.0
1958-07-24,1958,7,24,316.09,  6,12.0
1958-07-25,1958,7,25,315.66999999999996,  0,12.0
1958-07-26,1958,7,26,315.25,  6,12.0
1958-07-27,1958,7,27,315.61, 13,12.0
1958-07-28,1958,7,28,315.53,  5,12.0
1958-07-29,1958,7,29,315.635,  0,12.0
1958-07-30,1958,7,30,315.74,  7,12.0
1958-07-31,1958,7,31,315.76,  7,12.0
1958-08-01,1958,8,1,315.6425,  0,12.0
1958-08-02,1958,8,2,315.525,  0,12.0
1958-08-03,1958,8,3,315.4075,  0,12.0
1958-08-04,1958,8,4,315.29, 13,12.0
1958-08-05,1958,8,5,314.92, 11,12.0
1958-08-06,1958,8,6,315.54, 15,12.0
1958-08-07,1958,8,7,314.78, 12,12.0
1958-08-08,1958,8,8,314.8925,  0,12.0
1958-08-09,1958,8,9,315.005,  0,12.0
1958-08-10,1958,8,10,315.1175,  0,12.0
1958-08-11,1958,8,11,315.23,  1,12.0
1958-08-12,1958,8,12,314.99,  9,12.0
1958-08-13,1958,8,13,314.82,  8,12.0
1958-08-14,1958,8,14,315.08,  5,12.0
1958-08-15,1958,8,15,315.27,  8,12.0
1958-08-16,1958,8,16,315.20882352941175,  0,12.0
1958-08-17,1958,8,17,315.1476470588235,  0,12.0
1958-08-18,1958,8,18,315.0864705882353,  0,12.0
1958-08-19,1958,8,19,315.02529411764704,  0,12.0
1958-08-20,1958,8,20,314.9641176470588,  0,12.0
1958-08-21,1958,8,21,314.90294117647056,  0,12.0
1958-08-22,1958,8,22,314.8417647058823,  0,12.0
1958-08-23,1958,8,23,314.7805882352941,  0,12.0
1958-08-24,1958,8,24,314.7194117647059,  0,12.0
1958-08-25,1958,8,25,314.6582352941177,  0,12.0
1958-08-26,1958,8,26,314.59705882352944,  0,12.0
1958-08-27,1958,8,27,314.5358823529412,  0,12.0
1958-08-28,1958,8,28,314.47470588235296,  0,12.0
1958-08-29,1958,8,29,314.4135294117647,  0,12.0
1958-08-30,1958,8,30,314.3523529411765,  0,12.0
1958-08-31,1958,8,31,314.29117647058825,  0,12.0
1958-09-01,1958,9,1,314.23,  5,12.0
1958-09-02,1958,9,2,314.2164179104478,  0,12.0
1958-09-03,1958,9,3,314.20283582089553,  0,12.0
1958-09-04,1958,9,4,314.1892537313433,  0,12.0
1958-09-05,1958,9,5,314.17567164179104,  0,12.0
1958-09-06,1958,9,6,314.1620895522388,  0,12.0
1958-09-07,1958,9,7,314.1485074626866,  0,12.0
1958-09-08,1958,9,8,314.13492537313437,  0,12.0
1958-09-09,1958,9,9,314.1213432835821,  0,12.0
1958-09-10,1958,9,10,314.1077611940299,  0,12.0
1958-09-11,1958,9,11,314.09417910447763,  0,12.0
1958-09-12,1958,9,12,314.0805970149254,  0,12.0
1958-09-13,1958,9,13,314.06701492537314,  0,12.0
1958-09-14,1958,9,14,314.0534328358209,  0,12.0
1958-09-15,1958,9,15,314.03985074626866,  0,12.0
1958-09-16,1958,9,16,314.0262686567164,  0,12.0
1958-09-17,1958,9,17,314.01268656716417,  0,12.0
1958-09-18,1958,9,18,313.999104477612,  0,12.0
1958-09-19,1958,9,19,313.98552238805974,  0,12.0
1958-09-20,1958,9,20,313.9719402985075,  0,12.0
1958-09-21,1958,9,21,313.95835820895525,  0,12.0
1958-09-22,1958,9,22,313.944776119403,  0,12.0
1958-09-23,1958,9,23,313.93119402985076,  0,12.0
1958-09-24,1958,9,24,313.9176119402985,  0,12.0
1958-09-25,1958,9,25,313.90402985074627,  0,12.0
1958-09-26,1958,9,26,313.890447761194,  0,12.0
1958-09-27,1958,9,27,313.8768656716418,  0,12.0
1958-09-28,1958,9,28,313.86328358208954,  0,12.0
1958-09-29,1958,9,29,313.84970149253735,  0,12.0
1958-09-30,1958,9,30,313.8361194029851,  0,12.0
1958-10-01,1958,10,1,313.82253731343286,  0,12.0
1958-10-02,1958,10,2,313.8089552238806,  0,12.0
1958-10-03,1958,10,3,313.7953731343284,  0,12.0
1958-10-04,1958,10,4,313.7817910447761,  0,12.0
1958-10-05,1958,10,5,313.7682089552239,  0,12.0
1958-10-06,1958,10,6,313.75462686567164,  0,12.0
1958-10-07,1958,10,7,313.7410447761194,  0,12.0
1958-10-08,1958,10,8,313.72746268656715,  0,12.0
1958-10-09,1958,10,9,313.7138805970149,  0,12.0
1958-10-10,1958,10,10,313.70029850746266,  0,12.0
1958-10-11,1958,10,11,313.6867164179105,  0,12.0
1958-10-12,1958,10,12,313.67313432835823,  0,12.0
1958-10-13,1958,10,13,313.659552238806,  0,12.0
1958-10-14,1958,10,14,313.64597014925374,  0,12.0
1958-10-15,1958,10,15,313.6323880597015,  0,12.0
1958-10-16,1958,10,16,313.61880597014925,  0,12.0
1958-10-17,1958,10,17,313.605223880597,  0,12.0
1958-10-18,1958,10,18,313.59164179104476,  0,12.0
1958-10-19,1958,10,19,313.5780597014925,  0,12.0
1958-10-20,1958,10,20,313.5644776119403,  0,12.0
1958-10-21,1958,10,21,313.55089552238803,  0,12.0
1958-10-22,1958,10,22,313.53731343283584,  0,12.0
1958-10-23,1958,10,23,313.5237313432836,  0,12.0
1958-10-24,1958,10,24,313.51014925373136,  0,12.0
1958-10-25,1958,10,25,313.4965671641791,  0,12.0
1958-10-26,1958,10,26,313.48298507462687,  0,12.0
1958-10-27,1958,10,27,313.4694029850746,  0,12.0
1958-10-28,1958,10,28,313.4558208955224,  0,12.0
1958-10-29,1958,10,29,313.44223880597013,  0,12.0
1958-10-30,1958,10,30,313.4286567164179,  0,12.0
1958-10-31,1958,10,31,313.41507462686565,  0,12.0
1958-11-01,1958,11,1,313.4014925373134,  0,12.0
1958-11-02,1958,11,2,313.3879104477612,  0,12.0
1958-11-03,1958,11,3,313.37432835820897,  0,12.0
1958-11-04,1958,11,4,313.3607462686567,  0,12.0
1958-11-05,1958,11,5,313.3471641791045,  0,12.0
1958-11-06,1958,11,6,313.33358208955224,  0,12.0
1958-11-07,1958,11,7,313.32,  6,12.0
1958-11-08,1958,11,8,313.32, 13,12.0
1958-11-09,1958,11,9,313.15,  1,12.0
1958-11-10,1958,11,10,313.26,  0,12.0
1958-11-11,1958,11,11,313.37,  0,12.0
1958-11-12,1958,11,12,313.48, 10,12.0
1958-11-13,1958,11,13,313.11, 10,12.0
1958-11-14,1958,11,14,313.07, 13,12.0
1958-11-15,1958,11,15,313.31, 17,12.0
1958-11-16,1958,11,16,313.47, 17,12.0
1958-11-17,1958,11,17,313.35, 17,12.0
1958-11-18,1958,11,18,313.44,  9,12.0
1958-11-19,1958,11,19,313.17,  8,12.0
1958-11-20,1958,11,20,313.17, 16,12.0
1958-11-21,1958,11,21,313.92, 24,12.0
1958-11-22,1958,11,22,313.71, 17,12.0
1958-11-23,1958,11,23,314.01, 16,12.0
1958-11-24,1958,11,24,313.98,  6,12.0
1958-11-25,1958,11,25,313.925,  0,12.0
1958-11-26,1958,11,26,313.87,  5,12.0
1958-11-27,1958,11,27,313.91, 12,12.0
1958-11-28,1958,11,28,314.28, 16,12.0
1958-11-29,1958,11,29,313.74, 12,12.0
1958-11-30,1958,11,30,313.84, 10,12.0
1958-12-01,1958,12,1,314.3, 19,12.0
1958-12-02,1958,12,2,314.22, 19,12.0
1958-12-03,1958,12,3,314.15,  5,12.0
1958-12-04,1958,12,4,314.44, 24,12.0
1958-12-05,1958,12,5,314.55, 22,12.0
1958-12-06,1958,12,6,314.24,  6,12.0
1958-12-07,1958,12,7,314.84, 19,12.0
1958-12-08,1958,12,8,314.62, 19,12.0
1958-12-09,1958,12,9,314.36, 15,12.0
1958-12-10,1958,12,10,313.86, 16,12.0
1958-12-11,1958,12,11,314.29, 19,12.0
1958-12-12,1958,12,12,314.53, 14,12.0
1958-12-13,1958,12,13,314.52, 14,12.0
1958-12-14,1958,12,14,314.74, 15,12.0
1958-12-15,1958,12,15,314.68, 12,12.0
1958-12-16,1958,12,16,314.33, 12,12.0
1958-12-17,1958,12,17,314.53, 16,12.0
1958-12-18,1958,12,18,315.08,  9,12.0
1958-12-19,1958,12,19,315.04999999999995,  0,12.0
1958-12-20,1958,12,20,315.02,  7,12.0
1958-12-21,1958,12,21,314.91, 20,12.0
1958-12-22,1958,12,22,314.76, 19,12.0
1958-12-23,1958,12,23,314.86, 21,12.0
1958-12-24,1958,12,24,315.1, 11,12.0
1958-12-25,1958,12,25,315.09,  7,12.0
1958-12-26,1958,12,26,315.58, 10,12.0
1958-12-27,1958,12,27,315.56,  8,12.0
1958-12-28,1958,12,28,315.3,  0,12.0
1958-12-29,1958,12,29,315.04, 12,12.0
1958-12-30,1958,12,30,315.26, 23,12.0
1958-12-31,1958,12,31,315.44, 17,12.0
1959-01-01,1959,1,1,315.23, 16,12.0
1959-01-02,1959,1,2,315.1775,  0,12.0
1959-01-03,1959,1,3,315.125,  0,12.0
1959-01-04,1959,1,4,315.0725,  0,12.0
1959-01-05,1959,1,5,315.02, 14,12.0
1959-01-06,1959,1,6,315.58,  7,12.0
1959-01-07,1959,1,7,315.14, 10,12.0
1959-01-08,1959,1,8,315.43, 24,12.0
1959-01-09,1959,1,9,315.7, 24,12.0
1959-01-10,1959,1,10,315.58, 20,12.0
1959-01-11,1959,1,11,315.68,  9,12.0
1959-01-12,1959,1,12,315.52, 11,12.0
1959-01-13,1959,1,13,315.28, 14,12.0
1959-01-14,1959,1,14,315.9,  9,12.0
1959-01-15,1959,1,15,316.17, 24,12.0
1959-01-16,1959,1,16,316.03,  5,12.0
1959-01-17,1959,1,17,315.53, 15,12.0
1959-01-18,1959,1,18,315.44, 14,12.0
1959-01-19,1959,1,19,315.04, 17,12.0
1959-01-20,1959,1,20,315.64,  6,12.0
1959-01-21,1959,1,21,315.77, 13,12.0
1959-01-22,1959,1,22,315.91, 10,12.0
1959-01-23,1959,1,23,315.59,  8,12.0
1959-01-24,1959,1,24,316.01,  8,12.0
1959-01-25,1959,1,25,315.84, 12,12.0
1959-01-26,1959,1,26,315.8,  7,12.0
1959-01-27,1959,1,27,315.605,  0,12.0
1959-01-28,1959,1,28,315.41,  4,12.0
1959-01-29,1959,1,29,315.56,  7,12.0
1959-01-30,1959,1,30,315.6326315789474,  0,12.0
1959-01-31,1959,1,31,315.70526315789476,  0,12.0
1959-02-01,1959,2,1,315.7778947368421,  0,12.0
1959-02-02,1959,2,2,315.85052631578947,  0,12.0
1959-02-03,1959,2,3,315.92315789473685,  0,12.0
1959-02-04,1959,2,4,315.9957894736842,  0,12.0
1959-02-05,1959,2,5,316.0684210526316,  0,12.0
1959-02-06,1959,2,6,316.14105263157893,  0,12.0
1959-02-07,1959,2,7,316.2136842105263,  0,12.0
1959-02-08,1959,2,8,316.2863157894737,  0,12.0
1959-02-09,1959,2,9,316.35894736842107,  0,12.0
1959-02-10,1959,2,10,316.4315789473684,  0,12.0
1959-02-11,1959,2,11,316.5042105263158,  0,12.0
1959-02-12,1959,2,12,316.57684210526315,  0,12.0
1959-02-13,1959,2,13,316.64947368421053,  0,12.0
1959-02-14,1959,2,14,316.7221052631579,  0,12.0
1959-02-15,1959,2,15,316.79473684210524,  0,12.0
1959-02-16,1959,2,16,316.8673684210526,  0,12.0
1959-02-17,1959,2,17,316.94,  3,12.0
1959-02-18,1959,2,18,316.68, 13,12.0
1959-02-19,1959,2,19,316.42, 14,12.0
1959-02-20,1959,2,20,316.2, 17,12.0
1959-02-21,1959,2,21,316.505,  0,12.0
1959-02-22,1959,2,22,316.81, 10,12.0
1959-02-23,1959,2,23,317.17, 17,12.0
1959-02-24,1959,2,24,316.91,  7,12.0
1959-02-25,1959,2,25,316.735,  0,12.0
1959-02-26,1959,2,26,316.56,  3,12.0
1959-02-27,1959,2,27,316.41, 16,12.0
1959-02-28,1959,2,28,316.48, 17,12.0
1959-03-01,1959,3,1,316.87, 12,12.0
1959-03-02,1959,3,2,316.885,  0,12.0
1959-03-03,1959,3,3,316.9,  5,12.0
1959-03-04,1959,3,4,316.78, 19,12.0
1959-03-05,1959,3,5,316.92, 23,12.0
1959-03-06,1959,3,6,316.65, 23,12.0
1959-03-07,1959,3,7,316.58, 24,12.0
1959-03-08,1959,3,8,316.76, 20,12.0
1959-03-09,1959,3,9,317.33, 19,12.0
1959-03-10,1959,3,10,316.68, 22,12.0
1959-03-11,1959,3,11,316.7063636363636,  0,12.0
1959-03-12,1959,3,12,316.7327272727273,  0,12.0
1959-03-13,1959,3,13,316.7590909090909,  0,12.0
1959-03-14,1959,3,14,316.78545454545457,  0,12.0
1959-03-15,1959,3,15,316.8118181818182,  0,12.0
1959-03-16,1959,3,16,316.83818181818185,  0,12.0
1959-03-17,1959,3,17,316.86454545454546,  0,12.0
1959-03-18,1959,3,18,316.89090909090913,  0,12.0
1959-03-19,1959,3,19,316.91727272727275,  0,12.0
1959-03-20,1959,3,20,316.9436363636364,  0,12.0
1959-03-21,1959,3,21,316.97, 24,12.0
1959-03-22,1959,3,22,317.09, 20,12.0
1959-03-23,1959,3,23,317.05,  8,12.0
1959-03-24,1959,3,24,316.38,  5,12.0
1959-03-25,1959,3,25,316.53, 24,12.0
1959-03-26,1959,3,26,316.62, 20,12.0
1959-03-27,1959,3,27,316.46, 12,12.0
1959-03-28,1959,3,28,317.09, 16,12.0
1959-03-29,1959,3,29,317.03,  8,12.0
1959-03-30,1959,3,30,316.37,  5,12.0
1959-03-31,1959,3,31,316.435,  0,12.0
1959-04-01,1959,4,1,316.5,  8,12.0
1959-04-02,1959,4,2,318.15,  4,12.0
1959-04-03,1959,4,3,318.16,  8,12.0
1959-04-04,1959,4,4,317.62,  0,12.0
1959-04-05,1959,4,5,317.08,  8,12.0
1959-04-06,1959,4,6,317.14, 24,12.0
1959-04-07,1959,4,7,317.55, 19,12.0
1959-04-08,1959,4,8,316.92, 14,12.0
1959-04-09,1959,4,9,316.91,  9,12.0
1959-04-10,1959,4,10,317.42, 19,12.0
1959-04-11,1959,4,11,317.07, 10,12.0
1959-04-12,1959,4,12,316.84,  8,12.0
1959-04-13,1959,4,13,316.96, 21,12.0
1959-04-14,1959,4,14,317.48, 11,12.0
1959-04-15,1959,4,15,317.4,  1,12.0
1959-04-16,1959,4,16,317.3, 13,12.0
1959-04-17,1959,4,17,316.78,  7,12.0
1959-04-18,1959,4,18,317.43, 10,12.0
1959-04-19,1959,4,19,317.79,  7,12.0
1959-04-20,1959,4,20,318.31,  6,12.0
1959-04-21,1959,4,21,318.53,  7,12.0
1959-04-22,1959,4,22,318.26,  8,12.0
1959-04-23,1959,4,23,318.435,  0,12.0
1959-04-24,1959,4,24,318.61,  2,12.0
1959-04-25,1959,4,25,318.53, 11,12.0
1959-04-26,1959,4,26,318.53, 10,12.0
1959-04-27,1959,4,27,318.18, 12,12.0
1959-04-28,1959,4,28,318.16,  8,12.0
1959-04-29,1959,4,29,318.36,  1,12.0
1959-04-30,1959,4,30,318.3525,  0,12.0
1959-05-01,1959,5,1,318.345,  0,12.0
1959-05-02,1959,5,2,318.3375,  0,12.0
1959-05-03,1959,5,3,318.33,  1,12.0
1959-05-04,1959,5,4,318.15, 11,12.0
1959-05-05,1959,5,5,318.44,  3,12.0
1959-05-06,1959,5,6,318.42875,  0,12.0
1959-05-07,1959,5,7,318.4175,  0,12.0
1959-05-08,1959,5,8,318.40625,  0,12.0
1959-05-09,1959,5,9,318.395,  0,12.0
1959-05-10,1959,5,10,318.38375,  0,12.0
1959-05-11,1959,5,11,318.3725,  0,12.0
1959-05-12,1959,5,12,318.36125000000004,  0,12.0
1959-05-13,1959,5,13,318.35,  6,12.0
1959-05-14,1959,5,14,318.53, 11,12.0
1959-05-15,1959,5,15,318.72,  6,12.0
1959-05-16,1959,5,16,317.17,  8,12.0
1959-05-17,1959,5,17,317.71,  3,12.0
1959-05-18,1959,5,18,317.93,  7,12.0
1959-05-19,1959,5,19,318.3,  2,12.0
1959-05-20,1959,5,20,318.5, 20,12.0
1959-05-21,1959,5,21,318.65, 20,12.0
1959-05-22,1959,5,22,318.56,  7,12.0
1959-05-23,1959,5,23,317.81,  8,12.0
1959-05-24,1959,5,24,318.42,  8,12.0
1959-05-25,1959,5,25,317.88,  7,12.0
1959-05-26,1959,5,26,317.95799999999997,  0,12.0
1959-05-27,1959,5,27,318.036,  0,12.0
1959-05-28,1959,5,28,318.11400000000003,  0,12.0
1959-05-29,1959,5,29,318.192,  0,12.0
1959-05-30,1959,5,30,318.27,  0,12.0
1959-05-31,1959,5,31,318.348,  0,12.0
